ID,column_1, column_2 ,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,column_28,column_29,column_30,column_31,column_32,column_33,column_34,column_35,column_36,column_37,column_38,column_39,column_40,sugar_price
16,38.43910963, 77.541252 ,38.53652913,40.15725494,0.012068728,0.204382826," 1,651.7000 ",40.31240264,42.44886551,36.44651502,34.98209078,34.13408219,4.424452958," 1,626.0000 ", 644.0000 , 625.2500 , 625.250 ,41.67849424,25.77606885,40.1022218,6.620543246,52.09432467,11.71412454,8.662195312,22.93285093,43.83163002,30.23630373,25.8478326, 88.3400 , 3.5500 ,,37.65731677,39.77023442,29.19259987,42.94219995,39.42607605,40.3453893,-49.07150951,30.65086235,29.77609258,27.06523393
17,37.22451512, 75.656591 ,37.31885637,38.88837068,0.012068728,0.204382826," 1,646.0000 ",39.03861603,41.10757119,35.29488228,33.87673075,33.60305327,4.623136344," 1,645.0000 ", 638.5000 , 619.5000 , 619.500 ,40.36154203,25.40909863,38.83507646,6.877234058,50.70317446,11.343983,8.388488273,22.20822138,42.44664328,29.28090052,25.35110346, 86.1100 , 3.5900 ,,36.46742526,38.51357918,28.2701755,41.58531731,38.18029549,39.07056038,-47.42091195,30.13859367,29.3571746,26.02200266
18,36.98987773, 75.292508 ,37.08362432,38.6432455,0.012068728,0.204382826," 1,611.9000 ",38.79254382,40.84845773,35.07240795,33.66319546,33.50046822,4.66151833," 1,631.5000 ", 649.5000 , 630.7500 , 630.750 ,40.10713101,25.33820671,38.59028722,6.926822016,50.43442975,11.27247844,8.335613092,22.06823624,42.17908924,29.09633414,25.2551445, 85.3000 , 3.6300 ,,36.23756004,38.27081644,28.09198002,41.32319247,37.93963353,38.82428681,-47.10204676,30.03963275,29.27624732,26.02379008
19,36.54820795, 74.607178 ,36.64083518,38.18183404,0.012068728,0.204382826," 1,635.1000 ",38.32934968,40.36071539,34.65363331,33.26124722,33.30736721,4.733766679," 1,640.5000 ", 649.2500 , 632.0000 , 632.000 ,39.62824033,25.20476328,38.12950809,7.020163928,49.92855804,11.1378818,8.236083474,21.80473515,41.67545878,28.74891554,25.07451612, 87.4000 , 3.6300 ,,35.80487315,37.81385188,27.7565537,40.82978167,37.48662339,38.36071366,-46.50183076,29.85335363,29.12391384,26.00459859
20,37.40394511, 75.935008 ,37.49874111,39.0758208,0.012068728,0.204382826," 1,651.5000 ",39.22679037,41.30571834,35.46501103,34.04002372,33.68150127,4.593785183," 1,690.5000 ", 651.0000 , 642.5000 , 642.500 ,40.55609315,25.46331052,39.0222697,6.839313558,50.90868673,11.39866338,8.428922551,22.31526968,42.65124503,29.42204062,25.42448442, 91.2700 , 3.6000 ,,36.64320592,38.69922274,28.40644369,41.78576729,38.36433255,39.2588887,-47.66475193,30.21427026,29.41906064,27.064249
21,37.18311022, 75.592343 ,37.27734654,38.84511507,0.012068728,0.204382826," 1,699.6000 ",38.99519331,41.06184717,35.25562371,33.8390496,33.58495077,4.629909357," 1,710.0000 ", 650.7500 , 636.2500 , 636.250 ,40.31664781,25.3965888,38.79188013,6.885984515,50.65575087,11.33136506,8.379157742,22.18351913,42.3994298,29.24833132,25.33417023, 93.1700 , 3.6600 ,,36.42686247,38.47074046,28.23873053,41.53906189,38.13782748,39.02710213,-47.36464393,30.1211307,29.3428939,26.01086928
22,36.36878059, 74.328765 ,36.46095308,37.99438666,0.012068728,0.204382826," 1,722.7000 ",38.14117811,40.16257116,34.48350705,33.09795665,33.22892035,4.763117408," 1,688.5000 ", 637.2500 , 619.5000 , 619.500 ,39.43369206,25.15055218,37.9423176,7.058083871,49.72304879,11.08320222,8.19564979,21.69768842,41.47086004,28.60777752,25.00113624, 90.2000 , 3.5900 ,,35.62909507,37.62821105,27.62028751,40.62933463,37.30258904,38.17238811,-46.25799435,29.77767816,29.0620287,26.04010095
23,37.07269278, 75.421011 ,37.16664926,38.72976221,0.012068728,0.204382826," 1,746.7000 ",38.87939478,40.93991159,35.15093006,33.73856255,33.53667552,4.647971443," 1,694.0000 ", 651.5000 , 644.0000 , 644.000 ,40.19692515,25.36322795,38.67668536,6.909319991,50.52928295,11.29771591,8.354275339,22.11764387,42.27352219,29.16147668,25.28901313, 93.9600 , 3.5200 ,,36.31869076,38.35649933,28.15487395,41.4157092,38.02457495,38.91120884,-47.21458994,30.07456092,29.30481053,26.01895301
24,36.09273567, 73.900431 ,36.18420856,37.70600313,0.012068728,0.204382826," 1,746.2000 ",37.8516804,39.85773076,34.22177166,32.84673782,33.10823165,4.80827284," 1,674.0000 ", 655.0000 , 644.5000 , 644.500 ,39.13438397,25.06714964,37.65432928,7.116422842,49.40687747,10.99907893,8.133443484,21.53299946,41.15608951,28.39063986,24.88824296, 93.3200 , 3.9200 ,,35.35866448,37.34260685,27.41064507,40.32095142,37.01945636,37.88265351,-45.88285757,29.66125316,28.96681982,26.08072296
25,35.56825347, 73.086603 ,35.65839712,37.15807771,0.012068728,0.204382826," 1,724.2000 ",37.30163807,39.27853747,33.72447741,32.36942489,32.87892449,4.894067645," 1,664.0000 ", 647.0000 , 628.2500 , 628.250 ,38.56570201,24.90868577,37.10715476,7.227266222,48.80615558,10.83924563,8.015252213,21.22009232,40.5580291,27.9780808,24.67374703, 93.1900 , 3.9300 ,,34.84484945,36.79996213,27.01232681,39.73502684,36.48150751,37.3321611,-45.17010198,29.44004699,28.78592404,25.04330795
26,34.97475872, 72.165689 ,35.06339823,36.53805502,0.012068728,0.204382826," 1,711.0000 ",36.67921993,38.62313262,33.16174806,31.82930605,32.61944458,4.991151524," 1,654.0000 ", 654.2500 , 630.0000 , 630.000 ,37.92219159,24.72937087,36.48798178,7.352694625,48.12638933,10.6583811,7.881509067,20.86601214,39.88127455,27.51123629,24.43102723, 92.1900 , 3.7800 ,,34.26342548,36.18591499,26.56159695,39.07200497,35.87277413,36.70923364,-44.36356038,29.189734,28.58122558,25.05113153
27,35.08517617, 72.337022 ,35.17409552,36.6534079,0.012068728,0.204382826," 1,728.7000 ",36.79501847,38.74506822,33.26644172,31.92979312,32.66771983,4.973089436," 1,614.0000 ", 645.0000 , 623.5000 , 623.500 ,38.04191427,24.76273173,36.60317657,7.329359146,48.25285727,10.69203026,7.906391473,20.93188742,40.00718217,27.59809094,24.47618433, 92.5100 , 3.7500 ,,34.37159721,36.30015614,26.64545353,39.19535768,35.98602667,36.82512694,-44.51361439,29.23630379,28.61930895,25.06290093
28,35.40262599, 72.829602 ,35.49234988,36.98504704,0.012068728,0.204382826," 1,764.2000 ",37.12793889,39.09563265,33.56743568,32.21869311,32.80651104,4.92116099," 1,592.0000 ", 653.5000 , 636.0000 , 636.000 ,38.38611658,24.85864409,36.93436121,7.262269717,48.61645218,10.78877149,7.97792831,21.12127863,40.36916618,27.84779779,24.60601084, 94.0700 , 3.7800 ,,34.68259058,36.62859906,26.88654095,39.54999631,36.31162736,37.15831978,-44.94501919,29.37019176,28.72879853,25.0134005
29,35.29220854, 72.658270 ,35.38165258,36.86969416,0.012068728,0.204382826," 1,755.3000 ",37.01214035,38.97369706,33.46274201,32.11820604,32.75823578,4.939223078," 1,589.5000 ", 655.7500 , 636.7500 , 636.750 ,38.2663939,24.82528323,36.81916642,7.285605197,48.48998424,10.75512233,7.953045904,21.05540335,40.24325856,27.76094314,24.56085375, 94.2600 , 3.7800 ,,34.57441885,36.51435792,26.80268436,39.42664361,36.19837482,37.04242649,-44.79496518,29.32362198,28.69071515,25.05479315
30,34.9471537, 72.122855 ,35.03572324,36.50921612,0.012068728,0.204382826," 1,790.3000 ",36.6502696,38.592648,33.13557401,31.80418369,32.60737548,4.995667154," 1,590.0000 ", 653.2500 , 638.7500 , 638.750 ,37.89226021,24.72103045,36.45918239,7.358528634,48.0947716,10.64996861,7.875288317,20.84954293,39.84979689,27.4895221,24.41973769, 95.5200 , 3.7000 ,,34.2363819,36.15735402,26.5406323,39.04116605,35.84446032,36.68025962,-44.32604599,29.17809128,28.57170451,25.04904586
31,35.76148334, 73.386434 ,35.85211671,37.35994454,0.012068728,0.204382826," 1,798.4000 ",37.50428481,39.49192402,33.90769069,32.54527664,32.96340589,4.8624591," 1,571.0000 ", 660.5000 , 657.0000 , 657.000 ,38.77521597,24.96706707,37.30874494,7.186429275,49.02747369,10.89813145,8.058796272,21.33537365,40.77836667,28.13007592,24.75277168, 96.8000 , 3.7400 ,,35.03414932,36.99988344,27.15907533,39.95089332,36.67969877,37.53497366,-45.43269558,29.52154382,28.85256971,25.01907245
32,35.00236374, 72.208523 ,35.09107321,36.56689393,0.012068728,0.204382826," 1,790.9000 ",36.70817025,38.65361725,33.1879221,31.85442842,32.63151368,4.986635894," 1,528.5000 ", 656.0000 , 643.0000 , 643.000 ,37.95212297,24.73771128,36.51678116,7.346860616,48.15800707,10.66679359,7.887729817,20.88248135,39.91275221,27.53295047,24.44231677, 95.7400 , 3.6500 ,,34.29046906,36.21447596,26.58256159,39.10284388,35.90108794,36.73820766,-44.40107478,29.20137673,28.59074665,25.08491397
33,35.04376864, 72.272770 ,35.13258304,36.61014954,0.012068728,0.204382826," 1,758.9000 ",36.75159298,38.69934128,33.22718066,31.89210957,32.64961618,4.97986288," 1,503.5000 ", 645.5000 , 620.0000 , 620.000 ,37.99701719,24.75022111,36.55997749,7.338110159,48.20543066,10.67941152,7.897060348,20.9071836,39.95996569,27.56551967,24.45925001, 97.7800 , 3.6500 ,,34.33103184,36.25731468,26.61400656,39.14909931,35.94355595,36.78166591,-44.4573428,29.2188397,28.60502735,25.05429903
34,34.50548393, 71.437525 ,34.59293411,36.04780466,0.012068728,0.204382826," 1,787.5000 ",36.18707548,38.10490568,32.71679939,31.40223546,32.41427447,5.0679155," 1,500.5000 ", 638.5000 , 616.7500 , 616.750 ,37.41336954,24.58758703,35.99840328,7.451870544,47.5888999,10.51537198,7.775758702,20.58604185,39.34616645,27.14210351,24.2391093, 98.9900 , 3.5800 ,,33.80369502,35.70038948,26.20520599,38.54775526,35.39145019,36.21668649,-43.72583,28.99181217,28.41937103,25.06283586
35,34.16042909, 70.902110 ,34.24700477,35.68732662,0.012068728,0.204382826," 1,777.8000 ",35.82520473,37.72385662,32.38963139,31.08821311,32.26341416,5.124359575," 1,505.0000 ", 633.5000 , 615.7500 , 615.750 ,37.03923584,24.48333425,35.63841924,7.524793981,47.19368725,10.41021826,7.698001115,20.38018143,38.95270479,26.87068248,24.09799324, 98.1400 , 3.4600 ,,33.46565807,35.34338558,25.94315393,38.16227771,35.03753569,35.85451962,-43.25691081,28.84628147,28.30036038,24.07936164
36,34.24324152, 71.030609 ,34.33002708,35.77384059,0.012068728,0.204382826," 1,781.7000 ",35.91205294,37.81530759,32.46815102,31.16357781,32.29962032,5.110813117," 1,522.5000 ", 645.5000 , 632.7500 , 632.750 ,37.12902714,24.5083547,35.72481465,7.507292511,47.28853745,10.43545493,7.716662771,20.4295875,39.04713475,26.93582295,24.1318608, 99.3700 , 3.4000 ,,33.54678623,35.42906576,26.00604587,38.25479151,35.12247442,35.9414389,-43.36945042,28.88120853,28.32892268,24.05656751
37,33.84297928, 70.409530 ,33.92875042,35.35568748,0.012068728,0.204382826," 1,773.8000 ",35.4922843,37.37329219,32.08863744,30.79931312,32.12462296,5.17628802," 1,495.5000 ", 642.7500 , 616.7500 , 616.750 ,36.69503353,24.38742189,35.30723459,7.591883409,46.83009234,10.31347703,7.626464278,20.19079023,38.59072078,26.62097563,23.96816673, 102.5900 , 3.3400 ,,33.1546647,35.01494266,25.70206652,37.80763907,34.711935,35.52132677,-42.82550601,28.71239349,28.1908708,24.0273114
38,33.18047462, 69.381535 ,33.26456672,34.66357029,0.012068728,0.204382826," 1,719.8000 ",34.79749312,36.6416787,31.4604755,30.19639078,31.83497145,5.284660541," 1,471.5000 ", 614.5000 , 592.5000 , 592.500 ,35.97669753,24.18725675,34.61606591,7.731896275,46.07128479,10.11158208,7.477169854,19.7955386,37.83527511,26.09984774,23.69722415, 98.8200 , 3.4100 ,,32.50563438,34.32949584,25.19892704,37.06752288,34.03241981,34.82596706,-41.92518202,28.43297482,27.96237058,24.01038899
39,33.08385704, 69.231615 ,33.16770427,34.56263412,0.012068728,0.204382826," 1,724.7000 ",34.69616697,36.53498251,31.36886635,30.10846249,31.79272959,5.300465245," 1,468.0000 ", 610.2500 , 598.2500 , 598.250 ,35.87193768,24.1580653,34.51526807,7.752315307,45.9606227,10.08213836,7.455397229,19.73789636,37.72510331,26.0238481,23.65771075, 97.4100 , 3.3200 ,,32.41098186,34.22953245,25.12555078,36.95958668,33.93332147,34.724558,-41.79388163,28.39222529,27.92904683,23.04163158
40,33.24948453, 69.488616 ,33.33375152,34.73566479,0.012068728,0.204382826," 1,678.3000 ",34.86986615,36.71788734,31.52590809,30.25919428,31.86514305,5.273371899," 1,445.5000 ", 597.7500 , 591.5000 , 591.500 ,36.05152311,24.20810698,34.68806161,7.717311812,46.1503261,10.1326125,7.492721132,19.83671005,37.91396623,26.15413111,23.72544693, 96.9200 , 3.4000 ,,32.57324073,34.40089552,25.25133665,37.1446172,34.10320162,34.89839932,-42.01896442,28.46208051,27.98617234,24.0204412
41,32.35234247, 68.096539 ,32.43433576,33.79842242,0.012068728,0.204382826," 1,702.2000 ",33.92900274,35.72716037,30.6752718,29.44273664,31.47290648,5.420126409," 1,431.0000 ", 599.0000 , 594.0000 , 594.000 ,35.07877607,23.93704992,33.75210367,7.906912639,45.12277382,9.859212988,7.290551524,19.30147327,36.8909665,25.44843683,23.35854539, 98.0100 , 3.4100 ,,31.69434517,33.47268593,24.57000169,36.14237615,33.18302445,33.95676602,-40.79977523,28.08370091,27.67674484,23.03806939
42,31.86926517, 67.346958 ,31.95003416,33.2937526,0.012068728,0.204382826," 1,695.7000 ",33.42238313,35.19369111,30.21723611,29.00310486,31.26170182,5.4991482," 1,455.0000 ", 588.7500 , 579.2500 , 579.250 ,34.55498833,23.79109587,33.24812548,8.009005562,44.56947552,9.71199762,7.181690784,19.01326838,36.34011957,25.06844697,23.16098269, 96.1700 , 3.4600 ,,31.22109293,32.97287994,24.20312841,35.60270699,32.68754361,33.44973186,-40.14328765,27.87995772,27.51012976,23.07961194
43,31.60702276, 66.940041 ,31.68712712,33.01978853,0.012068728,0.204382826," 1,685.5000 ",33.14736059,34.90409302,29.96858774,28.76444721,31.14704767,5.542045817," 1,423.5000 ", 582.5000 , 574.5000 , 574.500 ,34.27064593,23.71186354,32.97453685,8.064427529,44.26911307,9.63208057,7.122594853,18.85681402,36.04108787,24.86216641,23.05373419, 96.7700 , 3.5400 ,,30.96418413,32.70155622,24.00396829,35.30974324,32.41856784,33.17448427,-39.78690807,27.76935408,27.41968141,22.02986671
44,31.9106727, 67.411209 ,31.99154663,33.33701097,0.012068728,0.204382826," 1,710.8000 ",33.46580862,35.23941805,30.25649717,29.04078841,31.27980547,5.492374755," 1,414.5000 ", 591.7500 , 574.7500 , 574.750 ,34.59988541,23.80360649,33.29132456,8.000254548,44.61690212,9.724616357,7.191021909,19.03797219,36.38733605,25.10101824,23.17791701, 98.2100 , 3.3600 ,,31.26165829,33.01572139,24.23457538,35.64896536,32.73001433,33.49319288,-40.19955924,27.8974218,27.52441136,23.01186583
45,32.42135239, 68.203620 ,32.50352058,33.87051693,0.012068728,0.204382826," 1,713.4000 ",34.00137579,35.80336903,30.7407044,29.50554015,31.50307808,5.408837765," 1,437.0000 ", 598.0000 , 594.5000 , 594.500 ,35.15360168,23.95790016,33.82409939,7.892328173,45.20181515,9.880243412,7.306102805,19.34264473,36.96965763,25.50272021,23.38676817, 99.7900 , 3.6300 ,,31.76195153,33.54408563,24.62241131,36.21947049,33.25380627,34.02919829,-40.89355764,28.11280661,27.70054661,23.03271051
46,32.69739731, 68.631953 ,32.7802651,34.15890046,0.012068728,0.204382826," 1,745.5000 ",34.29087349,36.10820943,31.00243979,29.75675899,31.62376679,5.363682334," 1,483.5000 ", 601.2500 , 595.7500 , 595.750 ,35.45290977,24.04130269,34.11208771,7.833989201,45.51798647,9.964366707,7.368309111,19.50733369,37.28442816,25.71985787,23.49966145, 100.3600 , 3.5500 ,,32.03238212,33.82968983,24.83205375,36.52785371,33.53693895,34.31893288,-41.26869442,28.22923161,27.79575549,23.08170773
47,32.55937485, 68.417787 ,32.64189284,34.0147087,0.012068728,0.204382826," 1,735.3000 ",34.14612464,35.95578923,30.8715721,29.63114957,31.56342243,5.38626005," 1,477.5000 ", 594.7500 , 602.0000 , 602.000 ,35.30325572,23.99960143,33.96809355,7.863158687,45.35990081,9.92230506,7.337205958,19.42498921,37.1270429,25.61128904,23.44321481, 100.2000 , 3.6500 ,,31.89716683,33.68688773,24.72723253,36.3736621,33.39537261,34.17406559,-41.08112603,28.17101911,27.74815105,23.02521977
48,32.36614498, 68.117956 ,32.44817325,33.81284187,0.012068728,0.204382826," 1,747.0000 ",33.9434779,35.74240269,30.68835882,29.45529782,31.47894103,5.417868594," 1,445.5000 ", 586.5000 , 612.2500 , 612.250 ,35.09374177,23.94122012,33.76650337,7.903995634,45.13858269,9.863419233,7.293661899,19.30970788,36.90670533,25.45929392,23.36419016, 100.9600 , 3.5800 ,,31.70786696,33.48696642,24.58048401,36.15779561,33.19718136,33.97125303,-40.81853243,28.08952228,27.68150538,23.05864442
49,33.23568201, 69.467199 ,33.31991403,34.72124534,0.012068728,0.204382826," 1,730.7000 ",34.85539099,36.70264503,31.51282107,30.2466331,31.8591085,5.275629714," 1,438.5000 ", 580.2500 , 598.7500 , 598.750 ,36.03655742,24.20393677,34.67366192,7.720228817,46.13451723,10.12840625,7.489610757,19.82847544,37.8982274,26.14327402,23.71980216, 100.9900 , 3.4600 ,,32.55971894,34.38661503,25.24085432,37.12919775,34.08904471,34.88391231,-42.00020722,28.45625915,27.98141181,24.00104631
50,33.37370449, 69.681366 ,33.4582863,34.86543712,0.012068728,0.204382826," 1,727.9000 ",35.00013985,36.85506525,31.64368877,30.37224253,31.91945285,5.253051996," 1,459.5000 ", 585.2500 , 598.7500 , 598.750 ,36.18621148,24.24563805,34.81765609,7.691059328,46.29260291,10.17046791,7.520713913,19.91081993,38.05561268,26.25184286,23.7762488, 101.2800 , 3.4900 ,,32.69493425,34.52941715,25.34567556,37.28338937,34.23061106,35.02877962,-42.18777563,28.51447165,28.02901625,24.03237863
51,31.81405514, 67.261289 ,31.8946842,33.23607481,0.012068728,0.204382826," 1,740.9000 ",33.36448249,35.13272188,30.16488804,28.95286014,31.23756362,5.508179457," 1,438.5000 ", 582.2500 , 583.0000 , 583.000 ,34.49512558,23.77441505,33.19052673,8.020673578,44.50624005,9.695172642,7.169249287,18.98032996,36.27716427,25.02501862,23.13840361, 100.4900 , 3.4200 ,,31.16700578,32.91575801,24.16119912,35.54102918,32.630916,33.39178384,-40.06825887,27.85667227,27.49108762,23.02812553
52,33.30469193, 69.574280 ,33.38909884,34.79333985,0.012068728,0.204382826," 1,709.8000 ",34.92776404,36.77885368,31.57825367,30.30943661,31.8892801,5.264341071," 1,422.0000 ", 590.0000 , 576.7500 , 576.750 ,36.11138302,24.22478701,34.74565763,7.705644351,46.21355856,10.14943668,7.505162038,19.8696469,37.97691854,26.1975574,23.74802494, 98.3400 , 3.4600 ,,32.6273253,34.45801473,25.29326394,37.20629209,34.15982654,34.95634458,-42.09398963,28.48536485,28.00521358,24.01565437
